user_id,device,country,timestamp,group,converted,session_duration,hour_of_day
1207,Desktop,França,2024-06-01 11:48:00,Nível 0,0,0.0,11
1663,Smartphone,Reino Unido,2024-06-01 07:51:00,Nível 1,0,0.0,7
1312,Desktop,Canadá,2024-06-01 02:16:00,Nível 0,0,0.0,2
58,Desktop,Alemanha,2024-06-01 08:53:00,Nível 0,1,19.405130022,8
551,Desktop,Brasil,2024-06-01 17:08:00,Nível 1,0,0.0,17
1932,Tablet,Austrália,2024-06-01 07:36:00,Nível 0,1,19.181502142,7
1918,Smartphone,EUA,2024-06-01 02:23:00,Nível 0,0,0.0,2
711,Smartphone,EUA,2024-06-01 01:00:00,Nível 0,0,0.0,1
79,Desktop,Reino Unido,2024-06-01 08:47:00,Nível 1,1,21.1756765,8
400,Smartphone,Brasil,2024-06-01 14:11:00,Nível 1,0,0.0,14
1181,Desktop,Reino Unido,2024-06-01 08:59:00,Nível 0,0,0.0,8
1829,Tablet,Reino Unido,2024-06-01 18:28:00,Nível 0,0,0.0,18
541,Desktop,Austrália,2024-06-01 18:14:00,Nível 1,0,0.0,18
759,Desktop,Canadá,2024-06-01 23:03:00,Nível 0,0,0.0,23
214,Tablet,França,2024-06-01 00:51:00,Nível 0,0,0.0,0
1525,Tablet,Brasil,2024-06-01 10:22:00,Nível 0,0,0.0,10
703,Tablet,Austrália,2024-06-01 11:34:00,Nível 1,0,0.0,11
832,Desktop,Alemanha,2024-06-01 04:12:00,Nível 1,0,0.0,4
1411,Tablet,Austrália,2024-06-01 08:49:00,Nível 0,0,0.0,8
1640,Smartphone,Reino Unido,2024-06-01 02:27:00,Nível 1,0,0.0,2
1249,Tablet,Alemanha,2024-06-01 17:16:00,Nível 0,0,0.0,17
1977,Desktop,França,2024-06-01 21:18:00,Nível 1,0,0.0,21
1192,Smartphone,Austrália,2024-06-01 14:49:00,Nível 1,0,0.0,14
581,Smartphone,Índia,2024-06-01 20:31:00,Nível 1,0,0.0,20
1672,Desktop,EUA,2024-06-01 18:31:00,Nível 1,1,1.77139073,18
1595,Desktop,Alemanha,2024-06-01 13:39:00,Nível 0,1,3.440738258,13
320,Desktop,França,2024-06-01 08:22:00,Nível 1,0,0.0,8
391,Tablet,Brasil,2024-06-01 02:54:00,Nível 1,0,0.0,2
126,Desktop,França,2024-06-01 18:30:00,Nível 0,1,18.461139627,18
588,Smartphone,Alemanha,2024-06-01 10:33:00,Nível 0,0,0.0,10
1754,Tablet,Canadá,2024-06-01 21:38:00,Nível 1,0,0.0,21
56,Desktop,Alemanha,2024-06-01 06:05:00,Nível 0,0,0.0,6
1500,Smartphone,Reino Unido,2024-06-01 01:50:00,Nível 1,0,0.0,1
1399,Tablet,Alemanha,2024-06-01 01:46:00,Nível 1,0,0.0,1
493,Tablet,Canadá,2024-06-01 10:15:00,Nível 0,0,0.0,10
574,Desktop,EUA,2024-06-01 19:44:00,Nível 0,1,3.488122026,19
798,Desktop,Brasil,2024-06-01 00:42:00,Nível 0,0,0.0,0
1902,Tablet,Reino Unido,2024-06-01 22:43:00,Nível 1,0,0.0,22
1730,Tablet,Austrália,2024-06-01 11:53:00,Nível 0,0,0.0,11
1837,Tablet,Austrália,2024-06-01 01:32:00,Nível 1,0,0.0,1
1316,Desktop,Alemanha,2024-06-01 14:54:00,Nível 0,0,0.0,14
588,Desktop,Brasil,2024-06-01 20:18:00,Nível 0,0,0.0,20
709,Tablet,Reino Unido,2024-06-01 08:24:00,Nível 0,1,19.110315402,8
1910,Tablet,Canadá,2024-06-01 19:42:00,Nível 1,0,0.0,19
104,Tablet,França,2024-06-01 08:17:00,Nível 0,0,0.0,8
683,Smartphone,Brasil,2024-06-01 01:51:00,Nível 1,0,0.0,1
1901,Tablet,EUA,2024-06-01 05:20:00,Nível 0,1,15.038499356,5
1806,Desktop,França,2024-06-01 21:36:00,Nível 0,0,0.0,21
1967,Desktop,Alemanha,2024-06-01 15:54:00,Nível 0,0,0.0,15
1214,Tablet,Reino Unido,2024-06-01 18:39:00,Nível 0,1,53.50242481,18
18,Smartphone,Alemanha,2024-06-01 10:00:00,Nível 0,1,19.438913016,10
55,Tablet,Índia,2024-06-01 19:27:00,Nível 1,0,0.0,19
1905,Smartphone,Brasil,2024-06-01 12:58:00,Nível 0,0,0.0,12
258,Tablet,Canadá,2024-06-01 06:20:00,Nível 1,0,0.0,6
958,Tablet,Índia,2024-06-01 22:50:00,Nível 1,0,0.0,22
1841,Smartphone,EUA,2024-06-01 18:10:00,Nível 1,0,0.0,18
661,Desktop,Reino Unido,2024-06-01 06:41:00,Nível 1,0,0.0,6
450,Smartphone,EUA,2024-06-01 13:14:00,Nível 1,0,0.0,13
313,Tablet,França,2024-06-01 17:10:00,Nível 0,0,0.0,17
1670,Desktop,Austrália,2024-06-01 13:32:00,Nível 1,1,1.725037584,13
1680,Desktop,Austrália,2024-06-01 13:32:00,Nível 1,1,1.725037584,13
475,Smartphone,EUA,2024-06-01 20:05:00,Nível 1,0,0.0,20
1398,Tablet,EUA,2024-06-01 22:46:00,Nível 0,0,0.0,22
537,Desktop,Austrália,2024-06-01 12:35:00,Nível 0,1,41.04245985,12
48,Desktop,Reino Unido,2024-06-01 22:27:00,Nível 0,0,0.0,22
925,Tablet,Austrália,2024-06-01 18:51:00,Nível 1,1,3.20938889,18
461,Smartphone,Índia,2024-06-01 10:17:00,Nível 1,0,0.0,10
1897,Tablet,Austrália,2024-06-01 13:07:00,Nível 0,1,0.382395613,13
1155,Tablet,Brasil,2024-06-01 13:00:00,Nível 1,0,0.0,13
1530,Tablet,EUA,2024-06-01 18:03:00,Nível 0,0,0.0,18
1216,Desktop,EUA,2024-06-01 15:25:00,Nível 1,1,1.903195244,15
814,Smartphone,Austrália,2024-06-01 11:27:00,Nível 0,0,0.0,11
777,Smartphone,Reino Unido,2024-06-01 07:41:00,Nível 1,0,0.0,7
1022,Tablet,Austrália,2024-06-01 20:53:00,Nível 1,0,0.0,20
827,Tablet,Alemanha,2024-06-01 03:04:00,Nível 0,0,0.0,3
1053,Desktop,Canadá,2024-06-01 12:50:00,Nível 1,0,0.0,12
316,Desktop,Reino Unido,2024-06-01 09:57:00,Nível 1,0,0.0,9
1412,Desktop,Austrália,2024-06-01 01:13:00,Nível 0,0,0.0,1
1334,Tablet,Reino Unido,2024-06-01 05:17:00,Nível 0,0,0.0,5
1450,Desktop,Índia,2024-06-01 12:40:00,Nível 0,1,60.28362456,12
647,Desktop,Reino Unido,2024-06-01 15:16:00,Nível 1,0,0.0,15
51,Tablet,Brasil,2024-06-01 10:27:00,Nível 1,0,0.0,10
1187,Smartphone,Austrália,2024-06-01 07:58:00,Nível 0,0,0.0,7
1696,Desktop,Índia,2024-06-01 08:53:00,Nível 0,1,3.970784941,8
61,Smartphone,Brasil,2024-06-01 14:30:00,Nível 0,1,4.285243665,14
596,Desktop,EUA,2024-06-01 12:42:00,Nível 1,0,0.0,12
1278,Desktop,Brasil,2024-06-01 07:18:00,Nível 0,0,0.0,7
873,Smartphone,Brasil,2024-06-01 00:00:00,Nível 1,0,0.0,0
784,Tablet,Índia,2024-06-01 03:06:00,Nível 0,0,0.0,3
1261,Tablet,EUA,2024-06-01 11:33:00,Nível 0,1,18.719034943,11
1018,Tablet,EUA,2024-06-01 10:28:00,Nível 0,1,4.001530058,10
1043,Tablet,Canadá,2024-06-01 21:33:00,Nível 0,0,0.0,21
1480,Smartphone,França,2024-06-01 00:10:00,Nível 0,1,0.403251232,0
1667,Desktop,Canadá,2024-06-01 03:36:00,Nível 0,0,0.0,3
35,Tablet,Canadá,2024-06-01 09:42:00,Nível 0,0,0.0,9
680,Tablet,França,2024-06-01 13:07:00,Nível 0,1,19.510981388,13
1046,Tablet,Índia,2024-06-01 20:55:00,Nível 0,1,18.841958519,20
770,Tablet,Índia,2024-06-01 14:52:00,Nível 0,0,0.0,14
75,Smartphone,EUA,2024-06-01 15:55:00,Nível 0,0,0.0,15
794,Desktop,Canadá,2024-06-01 15:38:00,Nível 0,0,0.0,15
1157,Desktop,Reino Unido,2024-06-01 14:03:00,Nível 0,1,18.806943612,14
1816,Tablet,Canadá,2024-06-01 14:59:00,Nível 0,0,0.0,14
1192,Smartphone,Brasil,2024-06-01 05:03:00,Nível 0,0,0.0,5
1102,Tablet,Alemanha,2024-06-01 20:12:00,Nível 0,0,0.0,20
435,Tablet,França,2024-06-01 20:29:00,Nível 0,0,0.0,20
1410,Smartphone,Canadá,2024-06-01 11:27:00,Nível 0,1,54.74599606,11
143,Tablet,Índia,2024-06-01 18:11:00,Nível 0,0,0.0,18
653,Tablet,Reino Unido,2024-06-01 15:51:00,Nível 0,1,19.312451797,15
139,Tablet,EUA,2024-06-01 23:55:00,Nível 1,0,0.0,23
663,Tablet,Canadá,2024-06-01 23:44:00,Nível 0,0,0.0,23
471,Desktop,Reino Unido,2024-06-01 07:20:00,Nível 1,0,0.0,7
1500,Smartphone,Canadá,2024-06-01 21:39:00,Nível 1,0,0.0,21
510,Smartphone,Reino Unido,2024-06-01 19:54:00,Nível 0,0,0.0,19
478,Smartphone,Reino Unido,2024-06-01 08:57:00,Nível 0,1,3.616823695,8
1066,Tablet,Austrália,2024-06-01 20:37:00,Nível 1,0,0.0,20
754,Smartphone,Reino Unido,2024-06-01 07:40:00,Nível 0,0,0.0,7
759,Desktop,Alemanha,2024-06-01 04:50:00,Nível 1,0,0.0,4
1907,Desktop,Austrália,2024-06-01 10:21:00,Nível 0,0,0.0,10
605,Smartphone,EUA,2024-06-01 19:08:00,Nível 1,0,0.0,19
1977,Desktop,Reino Unido,2024-06-01 20:12:00,Nível 0,0,0.0,20
1593,Smartphone,EUA,2024-06-01 16:28:00,Nível 0,1,19.107084471,16
228,Desktop,Alemanha,2024-06-01 04:53:00,Nível 1,0,0.0,4
698,Tablet,Brasil,2024-06-01 02:08:00,Nível 1,0,0.0,2
457,Desktop,Canadá,2024-06-01 19:39:00,Nível 1,0,0.0,19
872,Tablet,Canadá,2024-06-01 20:00:00,Nível 0,0,0.0,20
1793,Smartphone,França,2024-06-01 17:38:00,Nível 0,1,4.240031809,17
1722,Desktop,Índia,2024-06-01 14:43:00,Nível 0,0,0.0,14
731,Desktop,França,2024-06-01 19:15:00,Nível 0,0,0.0,19
1231,Tablet,Canadá,2024-06-01 16:44:00,Nível 0,1,18.908377378,16
452,Smartphone,Brasil,2024-06-01 20:07:00,Nível 0,0,0.0,20
526,Smartphone,Reino Unido,2024-06-01 15:20:00,Nível 0,0,0.0,15
1253,Tablet,Canadá,2024-06-01 21:51:00,Nível 1,0,0.0,21
401,Tablet,Brasil,2024-06-01 16:13:00,Nível 1,0,0.0,16
1015,Desktop,Austrália,2024-06-01 22:31:00,Nível 0,0,0.0,22
819,Smartphone,Índia,2024-06-01 05:26:00,Nível 0,0,0.0,5
1120,Smartphone,Índia,2024-06-01 04:37:00,Nível 0,0,0.0,4
1453,Smartphone,EUA,2024-06-01 09:48:00,Nível 0,1,18.005026865,9
1632,Tablet,Austrália,2024-06-01 12:30:00,Nível 0,0,0.0,12
170,Smartphone,Canadá,2024-06-01 04:57:00,Nível 1,0,0.0,4
735,Tablet,Alemanha,2024-06-01 18:02:00,Nível 1,0,0.0,18
1071,Desktop,Reino Unido,2024-06-01 10:54:00,Nível 0,0,0.0,10
634,Tablet,Austrália,2024-06-01 22:45:00,Nível 1,0,0.0,22
1946,Smartphone,Reino Unido,2024-06-01 13:52:00,Nível 1,0,0.0,13
1431,Tablet,EUA,2024-06-01 05:43:00,Nível 1,0,0.0,5
1483,Tablet,Alemanha,2024-06-01 19:19:00,Nível 0,1,39.71605702,19
981,Tablet,França,2024-06-01 11:48:00,Nível 0,1,4.03286883,11
356,Smartphone,Brasil,2024-06-01 01:40:00,Nível 0,0,0.0,1
1806,Smartphone,Reino Unido,2024-06-01 14:14:00,Nível 0,1,3.238832841,14
634,Tablet,Alemanha,2024-06-01 04:17:00,Nível 0,0,0.0,4
1871,Desktop,Austrália,2024-06-01 20:52:00,Nível 0,0,0.0,20
518,Smartphone,Brasil,2024-06-01 17:31:00,Nível 0,1,34.32914427,17
1254,Desktop,Reino Unido,2024-06-01 11:07:00,Nível 0,1,18.544191349,11
1697,Desktop,Canadá,2024-06-01 04:24:00,Nível 0,0,0.0,4
740,Tablet,EUA,2024-06-01 05:05:00,Nível 0,1,4.300366508,5
1893,Smartphone,EUA,2024-06-01 19:29:00,Nível 0,0,0.0,19
1880,Tablet,Austrália,2024-06-01 08:44:00,Nível 1,0,0.0,8
365,Tablet,Canadá,2024-06-01 05:12:00,Nível 1,0,0.0,5
521,Tablet,Brasil,2024-06-01 11:27:00,Nível 0,1,39.71024729,11
1752,Smartphone,Canadá,2024-06-01 10:39:00,Nível 1,1,17.83305217,10
371,Smartphone,Alemanha,2024-06-01 14:00:00,Nível 1,0,0.0,14
1348,Tablet,Alemanha,2024-06-01 23:44:00,Nível 1,0,0.0,23
1010,Desktop,França,2024-06-01 09:53:00,Nível 1,0,0.0,9
1063,Desktop,Brasil,2024-06-01 07:53:00,Nível 0,0,0.0,7
1153,Smartphone,Austrália,2024-06-01 06:14:00,Nível 0,0,0.0,6
261,Tablet,Índia,2024-06-01 12:06:00,Nível 0,1,19.831465724,12
1244,Desktop,Reino Unido,2024-06-01 11:07:00,Nível 0,1,3.544191349,11
1531,Tablet,Austrália,2024-06-01 20:05:00,Nível 0,1,3.171428207,20
202,Smartphone,Índia,2024-06-01 12:59:00,Nível 0,1,19.199496079,12
122,Tablet,Canadá,2024-06-01 20:30:00,Nível 1,1,2.903044559,20
1535,Tablet,Brasil,2024-06-01 04:29:00,Nível 1,0,0.0,4
565,Tablet,Reino Unido,2024-06-01 01:53:00,Nível 0,0,0.0,1
1529,Tablet,Brasil,2024-06-01 13:00:00,Nível 0,0,0.0,13
1793,Tablet,Brasil,2024-06-01 03:18:00,Nível 0,0,0.0,3
1758,Tablet,Austrália,2024-06-01 11:38:00,Nível 1,0,0.0,11
277,Desktop,Austrália,2024-06-01 04:19:00,Nível 1,0,0.0,4
954,Desktop,Reino Unido,2024-06-01 03:06:00,Nível 1,0,0.0,3
1402,Smartphone,EUA,2024-06-01 05:05:00,Nível 0,1,34.20698368,5
690,Smartphone,Canadá,2024-06-01 19:47:00,Nível 0,0,0.0,19
1109,Smartphone,Austrália,2024-06-01 17:38:00,Nível 1,0,0.0,17
218,Desktop,Alemanha,2024-06-01 11:38:00,Nível 0,1,4.36224553,11
1228,Tablet,Reino Unido,2024-06-01 13:46:00,Nível 0,1,3.722356949,13
131,Smartphone,Austrália,2024-06-01 09:34:00,Nível 1,0,0.0,9
358,Smartphone,EUA,2024-06-01 02:09:00,Nível 0,1,18.860813516,2
1846,Desktop,Reino Unido,2024-06-01 04:10:00,Nível 0,0,0.0,4
1896,Smartphone,Reino Unido,2024-06-01 07:51:00,Nível 0,1,19.237667463,7
887,Desktop,França,2024-06-01 11:33:00,Nível 0,1,20.04970376,11
1143,Desktop,Austrália,2024-06-01 12:44:00,Nível 0,1,3.828332412,12
1181,Desktop,Brasil,2024-06-01 15:42:00,Nível 1,1,19.21761312,15
900,Smartphone,Brasil,2024-06-01 11:24:00,Nível 0,1,19.207392231,11
1532,Smartphone,Reino Unido,2024-06-01 15:49:00,Nível 0,0,0.0,15
1697,Tablet,EUA,2024-06-01 22:15:00,Nível 1,0,0.0,22
613,Desktop,França,2024-06-01 18:55:00,Nível 0,1,4.088242092,18
145,Tablet,Alemanha,2024-06-01 16:33:00,Nível 0,1,2.817572314,16
1298,Tablet,Reino Unido,2024-06-01 08:19:00,Nível 1,1,17.94985294,8
985,Tablet,Brasil,2024-06-01 04:04:00,Nível 0,0,0.0,4
1109,Smartphone,Brasil,2024-06-01 11:02:00,Nível 1,1,2.72780024,11
406,Desktop,Canadá,2024-06-01 00:12:00,Nível 0,0,0.0,0
957,Smartphone,Brasil,2024-06-01 07:50:00,Nível 1,0,0.0,7
1156,Smartphone,Reino Unido,2024-06-01 08:39:00,Nível 0,0,0.0,8
824,Desktop,Reino Unido,2024-06-01 03:01:00,Nível 0,0,0.0,3
817,Smartphone,Austrália,2024-06-01 15:50:00,Nível 1,0,0.0,15
1142,Desktop,Austrália,2024-06-01 01:50:00,Nível 0,0,0.0,1
566,Tablet,Reino Unido,2024-06-01 07:26:00,Nível 0,0,0.0,7
270,Tablet,Reino Unido,2024-06-01 17:17:00,Nível 1,0,0.0,17
1124,Tablet,Índia,2024-06-01 00:12:00,Nível 1,0,0.0,0
1882,Tablet,Alemanha,2024-06-01 07:44:00,Nível 1,0,0.0,7
1016,Desktop,EUA,2024-06-01 23:24:00,Nível 1,0,0.0,23
379,Smartphone,Austrália,2024-06-01 19:39:00,Nível 0,1,18.561257989,19
1637,Smartphone,Brasil,2024-06-01 12:57:00,Nível 0,1,18.514864337,12
1072,Desktop,Brasil,2024-06-01 17:32:00,Nível 0,0,0.0,17
881,Smartphone,Austrália,2024-06-01 15:04:00,Nível 1,0,0.0,15
1857,Tablet,Canadá,2024-06-01 00:11:00,Nível 0,0,0.0,0
1143,Smartphone,França,2024-06-01 18:39:00,Nível 0,0,0.0,18
692,Desktop,Canadá,2024-06-01 04:50:00,Nível 1,0,0.0,4
406,Tablet,EUA,2024-06-01 11:57:00,Nível 0,1,43.56633125,11
1020,Desktop,Reino Unido,2024-06-01 02:36:00,Nível 1,0,0.0,2
997,Desktop,Alemanha,2024-06-01 15:22:00,Nível 0,0,0.0,15
1489,Desktop,Alemanha,2024-06-01 08:34:00,Nível 0,1,4.155236377,8
1320,Tablet,Reino Unido,2024-06-01 22:36:00,Nível 1,0,0.0,22
1102,Desktop,EUA,2024-06-01 10:12:00,Nível 0,0,0.0,10
1025,Tablet,França,2024-06-01 12:02:00,Nível 0,0,0.0,12
624,Tablet,Reino Unido,2024-06-01 11:49:00,Nível 1,0,0.0,11
1486,Tablet,Reino Unido,2024-06-01 22:58:00,Nível 1,0,0.0,22
1496,Tablet,Alemanha,2024-06-01 17:46:00,Nível 1,0,0.0,17
12,Smartphone,Brasil,2024-06-01 12:37:00,Nível 1,1,0.197937017,12
140,Tablet,Brasil,2024-06-01 00:21:00,Nível 0,1,19.955803034,0
99,Tablet,França,2024-06-01 11:00:00,Nível 0,0,0.0,11
1139,Tablet,Índia,2024-06-01 16:12:00,Nível 1,1,2.08166734,16
1012,Desktop,EUA,2024-06-01 11:14:00,Nível 1,0,0.0,11
1309,Tablet,França,2024-06-01 00:00:00,Nível 0,0,0.0,0
161,Smartphone,Brasil,2024-06-01 15:25:00,Nível 0,0,0.0,15
1340,Tablet,EUA,2024-06-01 15:06:00,Nível 1,0,0.0,15
418,Tablet,Alemanha,2024-06-01 10:57:00,Nível 0,0,0.0,10
777,Desktop,Canadá,2024-06-01 16:14:00,Nível 0,0,0.0,16
597,Tablet,EUA,2024-06-01 15:12:00,Nível 0,1,3.700180003,15
346,Desktop,França,2024-06-01 06:27:00,Nível 1,0,0.0,6
1051,Desktop,Índia,2024-06-01 09:33:00,Nível 0,1,4.31167115,9
15,Tablet,EUA,2024-06-01 08:47:00,Nível 0,0,0.0,8
845,Tablet,Alemanha,2024-06-01 02:58:00,Nível 1,0,0.0,2
1589,Tablet,Índia,2024-06-01 17:28:00,Nível 1,0,0.0,17
1953,Tablet,Reino Unido,2024-06-01 21:13:00,Nível 1,0,0.0,21
859,Desktop,Reino Unido,2024-06-01 21:08:00,Nível 1,0,0.0,21
1145,Desktop,Alemanha,2024-06-01 05:27:00,Nível 1,0,0.0,5
522,Smartphone,EUA,2024-06-01 13:04:00,Nível 0,1,50.98444583,13
1401,Tablet,Austrália,2024-06-01 22:58:00,Nível 0,1,55.09997743,22
277,Desktop,Canadá,2024-06-01 00:55:00,Nível 1,0,0.0,0
1683,Desktop,Alemanha,2024-06-01 05:14:00,Nível 1,0,0.0,5
1771,Smartphone,Alemanha,2024-06-01 14:11:00,Nível 1,0,0.0,14
257,Smartphone,Índia,2024-06-01 08:48:00,Nível 0,1,4.198183478,8
1947,Tablet,Reino Unido,2024-06-01 10:06:00,Nível 0,1,40.70989957,10
1631,Tablet,Austrália,2024-06-01 03:41:00,Nível 0,1,63.59181998,3
1434,Desktop,Canadá,2024-06-01 02:50:00,Nível 1,0,0.0,2
313,Smartphone,Brasil,2024-06-01 14:32:00,Nível 1,0,0.0,14
1543,Tablet,Reino Unido,2024-06-01 08:10:00,Nível 1,0,0.0,8
1203,Tablet,Canadá,2024-06-01 09:47:00,Nível 1,0,0.0,9
898,Tablet,Brasil,2024-06-01 16:31:00,Nível 0,0,0.0,16
514,Smartphone,Brasil,2024-06-01 16:06:00,Nível 1,0,0.0,16
736,Smartphone,EUA,2024-06-01 04:47:00,Nível 1,0,0.0,4
1307,Desktop,França,2024-06-01 18:29:00,Nível 0,1,54.5905281,18
402,Desktop,Brasil,2024-06-01 08:51:00,Nível 1,1,23.37568528,8
443,Smartphone,Canadá,2024-06-01 09:07:00,Nível 0,0,0.0,9
1666,Desktop,França,2024-06-01 15:24:00,Nível 0,1,4.075067827,15
1219,Tablet,França,2024-06-01 21:00:00,Nível 0,0,0.0,21
739,Tablet,Alemanha,2024-06-01 01:18:00,Nível 0,0,0.0,1
460,Tablet,Brasil,2024-06-01 07:34:00,Nível 1,1,1.342279346,7
1891,Tablet,Brasil,2024-06-01 20:34:00,Nível 1,0,0.0,20
823,Tablet,França,2024-06-01 22:30:00,Nível 0,1,4.319093499,22
1603,Smartphone,EUA,2024-06-01 16:28:00,Nível 0,1,19.107084471,16
250,Desktop,Austrália,2024-06-01 22:59:00,Nível 0,0,0.0,22
499,Desktop,Austrália,2024-06-01 03:20:00,Nível 0,0,0.0,3
714,Desktop,Canadá,2024-06-01 18:21:00,Nível 0,0,0.0,18
903,Tablet,Austrália,2024-06-01 04:30:00,Nível 1,0,0.0,4
1748,Desktop,Brasil,2024-06-01 20:04:00,Nível 1,0,0.0,20
1970,Smartphone,França,2024-06-01 03:30:00,Nível 0,1,18.883863249,3
39,Tablet,Índia,2024-06-01 23:24:00,Nível 0,1,43.51746074,23
1530,Tablet,Austrália,2024-06-01 15:23:00,Nível 0,0,0.0,15
1033,Smartphone,Alemanha,2024-06-01 08:02:00,Nível 0,0,0.0,8
385,Desktop,Índia,2024-06-01 16:20:00,Nível 0,1,3.678408329,16
1097,Tablet,Brasil,2024-06-01 12:21:00,Nível 0,0,0.0,12
1181,Smartphone,Brasil,2024-06-01 11:24:00,Nível 0,0,0.0,11
645,Tablet,Reino Unido,2024-06-01 20:30:00,Nível 0,1,49.1628062,20
1550,Smartphone,França,2024-06-01 14:15:00,Nível 0,1,60.26105578,14
1854,Desktop,França,2024-06-01 01:45:00,Nível 0,0,0.0,1
454,Desktop,Canadá,2024-06-01 14:34:00,Nível 0,1,3.20707718,14
1100,Tablet,Reino Unido,2024-06-01 10:56:00,Nível 0,0,0.0,10
1882,Desktop,Canadá,2024-06-01 20:03:00,Nível 1,0,0.0,20
1931,Smartphone,Índia,2024-06-01 03:07:00,Nível 0,0,0.0,3
1990,Smartphone,Índia,2024-06-01 23:56:00,Nível 0,1,15.364744474,23
1439,Desktop,EUA,2024-06-01 04:46:00,Nível 0,1,19.510817607,4
563,Tablet,EUA,2024-06-01 04:32:00,Nível 0,1,15.334611172,4
1891,Smartphone,EUA,2024-06-01 01:57:00,Nível 1,1,19.88984964,1
1523,Smartphone,Austrália,2024-06-01 21:59:00,Nível 1,0,0.0,21
1051,Desktop,Índia,2024-06-01 09:33:00,Nível 0,1,19.31167115,9
1106,Smartphone,França,2024-06-01 14:27:00,Nível 0,1,3.665772545,14
1130,Smartphone,Reino Unido,2024-06-01 22:34:00,Nível 0,1,19.644216811,22
1490,Smartphone,França,2024-06-01 15:23:00,Nível 0,1,15.444262816,15
1121,Tablet,EUA,2024-06-01 09:22:00,Nível 0,1,4.097477546,9
1688,Tablet,Brasil,2024-06-01 12:48:00,Nível 1,0,0.0,12
547,Desktop,Austrália,2024-06-01 12:35:00,Nível 0,1,41.04245985,12
649,Tablet,Reino Unido,2024-06-01 01:35:00,Nível 0,0,0.0,1
1276,Smartphone,EUA,2024-06-01 13:23:00,Nível 0,1,4.582797448,13
554,Desktop,França,2024-06-01 16:12:00,Nível 0,0,0.0,16
1167,Desktop,Reino Unido,2024-06-01 14:03:00,Nível 0,1,18.806943612,14
761,Desktop,Alemanha,2024-06-01 02:10:00,Nível 1,0,0.0,2
264,Smartphone,Austrália,2024-06-01 22:06:00,Nível 0,1,39.63446349,22
1398,Smartphone,Austrália,2024-06-01 04:35:00,Nível 0,0,0.0,4
1980,Smartphone,Índia,2024-06-01 02:01:00,Nível 0,0,0.0,2
1683,Tablet,Alemanha,2024-06-01 21:00:00,Nível 1,0,0.0,21
697,Smartphone,Alemanha,2024-06-01 09:32:00,Nível 0,1,0.373630547,9
719,Desktop,Reino Unido,2024-06-01 18:18:00,Nível 0,0,0.0,18
1598,Tablet,França,2024-06-01 15:25:00,Nível 1,0,0.0,15
891,Tablet,Índia,2024-06-01 10:05:00,Nível 0,1,19.733925222,10
709,Desktop,Austrália,2024-06-01 00:11:00,Nível 1,0,0.0,0
867,Tablet,Canadá,2024-06-01 21:54:00,Nível 0,1,3.192076765,21
1940,Tablet,Índia,2024-06-01 14:46:00,Nível 0,1,19.197478985,14
1249,Tablet,Reino Unido,2024-06-01 03:11:00,Nível 0,0,0.0,3
147,Tablet,Índia,2024-06-01 06:18:00,Nível 0,0,0.0,6
47,Desktop,Reino Unido,2024-06-01 13:59:00,Nível 1,0,0.0,13
725,Tablet,Reino Unido,2024-06-01 00:11:00,Nível 0,0,0.0,0
764,Desktop,Índia,2024-06-01 13:58:00,Nível 1,0,0.0,13
1031,Tablet,EUA,2024-06-01 15:38:00,Nível 1,1,1.987935445,15
804,Desktop,Alemanha,2024-06-01 11:59:00,Nível 0,1,18.619029381,11
363,Desktop,Austrália,2024-06-01 16:02:00,Nível 0,0,0.0,16
1501,Tablet,Alemanha,2024-06-01 08:12:00,Nível 0,1,4.323452262,8
776,Tablet,Canadá,2024-06-01 19:08:00,Nível 0,0,0.0,19
82,Desktop,Alemanha,2024-06-01 20:53:00,Nível 0,0,0.0,20
666,Desktop,Brasil,2024-06-01 18:41:00,Nível 1,1,2.328464533,18
730,Smartphone,Alemanha,2024-06-01 20:34:00,Nível 0,0,0.0,20
1827,Tablet,Austrália,2024-06-01 16:41:00,Nível 1,0,0.0,16
561,Desktop,Austrália,2024-06-01 01:12:00,Nível 0,0,0.0,1
118,Tablet,Canadá,2024-06-01 02:34:00,Nível 1,0,0.0,2
674,Smartphone,Brasil,2024-06-01 07:19:00,Nível 0,0,0.0,7
993,Desktop,EUA,2024-06-01 18:48:00,Nível 1,1,2.146974694,18
1997,Tablet,Canadá,2024-06-01 15:17:00,Nível 0,0,0.0,15
1041,Tablet,EUA,2024-06-01 09:56:00,Nível 1,0,0.0,9
1333,Tablet,Reino Unido,2024-06-01 05:44:00,Nível 1,0,0.0,5
1052,Smartphone,Reino Unido,2024-06-01 13:24:00,Nível 0,0,0.0,13
1070,Desktop,Austrália,2024-06-01 06:50:00,Nível 1,0,0.0,6
29,Smartphone,França,2024-06-01 09:50:00,Nível 0,0,0.0,9
687,Smartphone,Austrália,2024-06-01 09:28:00,Nível 0,1,5.104927833,9
1397,Smartphone,Reino Unido,2024-06-01 03:23:00,Nível 0,0,0.0,3
1751,Smartphone,Reino Unido,2024-06-01 09:09:00,Nível 0,1,4.578622274,9
1716,Tablet,EUA,2024-06-01 13:08:00,Nível 1,0,0.0,13
42,Tablet,Austrália,2024-06-01 23:00:00,Nível 0,0,0.0,23
929,Desktop,Canadá,2024-06-01 20:29:00,Nível 0,1,19.061121502,20
2,Smartphone,França,2024-06-01 11:18:00,Nível 1,0,0.0,11
